Model,Error_Type,Entity_Type,Gold_Text,Model_Text,Description
Copilot,TP,placeName,albergo di Bisanzio,albergo di Bisanzio,Correct Match
Copilot,TP,placeName,Castello delle Sette Torri,Castello delle Sette Torri,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,TP,placeName,Stambul,Stambul,Correct Match
Copilot,FN,ethnic,Megaresi,MISSING,Missed (FN)
Copilot,FN,placeName,Zavegorod,MISSING,Missed (FN)
Copilot,FN,placeName,Zavegorod,MISSING,Missed (FN)
Copilot,TP,placeName,Isole dei Principi,Isole dei Principi,Correct Match
Copilot,TP,placeName,Terapia,Terapia,Correct Match
Copilot,FN,placeName,moschea d’Osman,MISSING,Missed (FN)
Copilot,FP,placeName,MISSING,asiatica,Spurious (FP)
Copilot,TP,placeName,Arcipelago,Arcipelago,Correct Match
Copilot,TP,ethnic,tedesco,tedesco,Correct Match
Copilot,TP,placeName,Londra,Londra,Correct Match
Copilot,FN,placeName,collina dell’antico serraglio,MISSING,Missed (FN)
Copilot,TP,ethnic,palermitano,palermitano,Correct Match
Copilot,TP,placeName,Olimpo di Bitinia,Olimpo di Bitinia,Correct Match
Copilot,TP,ethnic,turchi,turchi,Correct Match
Copilot,TP,ethnic,turchi,turchi,Correct Match
Copilot,TP,ethnic,turchi,turchi,Correct Match
Copilot,TP,ethnic,turchi,turchi,Correct Match
Copilot,TP,ethnic,turchi,turchi,Correct Match
Copilot,TP,ethnic,russa,russa,Correct Match
Copilot,TP,ethnic,russa,russa,Correct Match
Copilot,TP,ethnic,ateniesi,ateniesi,Correct Match
Copilot,TP,ethnic,ateniesi,ateniesi,Correct Match
Copilot,TP,ethnic,ateniesi,ateniesi,Correct Match
Copilot,TP,ethnic,ateniesi,ateniesi,Correct Match
Copilot,FN,placeName,porto di Bisanzio,MISSING,Missed (FN)
Copilot,TP,placeName,Atene,Atene,Correct Match
Copilot,FN,placeName,"golfo
               di Salonico",MISSING,Missed (FN)
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,placeName,Galata,Galata,Correct Match
Copilot,TP,persName,Oguz Koran,Oguz Koran,Correct Match
Copilot,TP,placeName,torre bianca del Seraschiere,torre bianca del Seraschiere,Correct Match
Copilot,TP,placeName,Adrianopoli,Adrianopoli,Correct Match
Copilot,FN,placeName,Jonio,MISSING,Missed (FN)
Copilot,TP,ethnic,ebrei,ebrei,Correct Match
Copilot,TP,ethnic,ebrei,ebrei,Correct Match
Copilot,FN,persName,Cristo,MISSING,Missed (FN)
Copilot,TP,placeName,Asia,Asia,Correct Match
Copilot,TP,placeName,Asia,Asia,Correct Match
Copilot,TP,placeName,Pireo,Pireo,Correct Match
Copilot,FN,placeName,Ummelunia,MISSING,Missed (FN)
Copilot,TP,placeName,Capo del Serraglio,Capo del Serraglio,Correct Match
Copilot,TP,placeName,Capo del Serraglio,Capo del Serraglio,Correct Match
Copilot,TP,placeName,Anatolia,Anatolia,Correct Match
Copilot,TP,placeName,Europa,Europa,Correct Match
Copilot,TP,placeName,Europa,Europa,Correct Match
Copilot,TP,ethnic,inglese,inglese,Correct Match
Copilot,TP,ethnic,inglese,inglese,Correct Match
Copilot,TP,ethnic,inglese,inglese,Correct Match
Copilot,TP,placeName,Propontide,Propontide,Correct Match
Copilot,TP,placeName,Hagia Sofia,Hagia Sofia,Correct Match
Copilot,TP,ethnic,greco,greco,Correct Match
Copilot,TP,placeName,Odessa,Odessa,Correct Match
Copilot,FN,placeName,collina del Serraglio,MISSING,Missed (FN)
Copilot,FN,placeName,collina del serraglio,MISSING,Missed (FN)
Copilot,FN,placeName,collina del Serraglio,MISSING,Missed (FN)
Copilot,FN,placeName,collina del Serraglio,MISSING,Missed (FN)
Copilot,TP,persName,Pouqueville,Pouqueville,Correct Match
Copilot,TP,placeName,Calcedonia,Calcedonia,Correct Match
Copilot,TP,placeName,Calcedonia,Calcedonia,Correct Match
Copilot,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Copilot,TP,placeName,mar di Marmara,mar di Marmara,Correct Match
Copilot,TP,placeName,mar di Marmara,mar di Marmara,Correct Match
Copilot,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Copilot,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Copilot,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Copilot,TP,placeName, mar di Marmara,mar di Marmara,Correct Match
Copilot,FP,placeName,MISSING,mar di Marmara,Spurious (FP)
Copilot,TP,ethnic,turca,turca,Correct Match
Copilot,TP,placeName,Tracia,Tracia,Correct Match
Copilot,TP,placeName,moschea di Selim,moschea di Selim,Correct Match
Copilot,FP,placeName,MISSING,Delfo,Spurious (FP)
Copilot,TP,placeName,Dardanelli,Dardanelli,Correct Match
Copilot,TP,placeName,Dardanelli,Dardanelli,Correct Match
Copilot,TP,placeName,Parigi,Parigi,Correct Match
Copilot,TP,persName,Barış Yücesan,Barış Yücesan,Correct Match
Copilot,FP,placeName,MISSING,mar Jonio,Spurious (FP)
Copilot,TP,persName,Olga,Olga,Correct Match
Copilot,TP,persName,Olga,Olga,Correct Match
Copilot,TP,persName,Olga,Olga,Correct Match
Copilot,TP,placeName,Tamigi,Tamigi,Correct Match
Copilot,FP,placeName,MISSING,Ummelunià,Spurious (FP)
Copilot,TP,placeName,Solimano il Grande,Solimano il Grande,Correct Match
Copilot,TP,ethnic,russe,russe,Correct Match
Copilot,TP,ethnic,russe,russe,Correct Match
Copilot,TP,ethnic,armeno,armeno,Correct Match
Copilot,FP,placeName,MISSING,moschea d’ Osman,Spurious (FP)
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Bosforo,Bosforo,Correct Match
Copilot,TP,placeName,Corno,Corno,Correct Match
Copilot,FP,placeName,MISSING,ponte,Spurious (FP)
Copilot,FP,placeName,MISSING,ponte,Spurious (FP)
Copilot,TP,ethnic,mussulmani,mussulmani,Correct Match
Copilot,TP,placeName,Sultana Validè,Sultana Validè,Correct Match
